,CUSTNO,년도,반기,구매합계,평균구매,구매빈도,고정고객여부
910,229,2014,1,19122400,72160,265,고정고객
914,230,2014,1,3882710,22061,176,고정고객
918,231,2014,1,2794139,6749,414,고정고객
922,232,2014,1,2471600,4611,536,고정고객
926,233,2014,1,2671463,7811,342,고정고객
930,234,2014,1,4395512,22426,196,고정고객
934,235,2014,1,9295722,27502,338,고정고객
938,236,2014,1,2417468,4271,566,고정고객
942,237,2014,1,12835968,48438,265,고정고객
946,238,2014,1,3054690,18183,168,고정고객
950,239,2014,1,49030290,231275,212,고정고객
954,240,2014,1,10241530,45518,225,고정고객
958,241,2014,1,9619320,54655,176,고정고객
962,242,2014,1,1618971,7293,222,고정고객
966,243,2014,1,1415392,6049,234,고정고객
970,244,2014,1,1990300,30620,65,고정고객
974,245,2014,1,5341984,10663,501,고정고객
978,246,2014,1,8201390,76649,107,고정고객
982,247,2014,1,5968195,10031,595,고정고객
986,248,2014,1,8531661,24801,344,고정고객
990,249,2014,1,51086600,411989,124,고정고객
994,250,2014,1,30939187,133936,231,고정고객
998,251,2014,1,15510199,65721,236,고정고객
1002,252,2014,1,2071400,13110,158,고정고객
1006,253,2014,1,28138760,195408,144,고정고객
1010,254,2014,1,20269832,90088,225,고정고객
1014,255,2014,1,50439858,174532,289,고정고객
1018,256,2014,1,45922269,212603,216,고정고객
1022,257,2014,1,4095952,5454,751,고정고객
1026,258,2014,1,60237560,332804,181,고정고객
1030,259,2014,1,14168661,18942,748,고정고객
1034,260,2014,1,4066464,9479,429,고정고객
1038,261,2014,1,13344530,69143,193,고정고객
1042,262,2014,1,10937490,24469,447,고정고객
1046,263,2014,1,1713370,4952,346,고정고객
1050,264,2014,1,2132346,3715,574,고정고객
1054,265,2014,1,68090270,342162,199,고정고객
1058,266,2014,1,8979537,69609,129,고정고객
1062,267,2014,1,11191600,85432,131,고정고객
1066,268,2014,1,16197554,41215,393,고정고객
1070,269,2014,1,22547365,18376,1227,고정고객
1074,270,2014,1,2003181,5998,334,고정고객
1078,271,2014,1,18090680,59705,303,고정고객
1082,272,2014,1,7787062,17658,441,고정고객
1086,273,2014,1,19616860,108983,180,고정고객
1090,274,2014,1,1060148,4093,259,고정고객
1094,275,2014,1,13562677,23836,569,고정고객
1098,276,2014,1,2159647,3103,696,고정고객
1102,277,2014,1,4308410,12977,332,고정고객
1106,278,2014,1,1546724,3484,444,고정고객
1110,279,2014,1,11132490,56510,197,고정고객
1114,280,2014,1,15718370,58433,269,고정고객
1118,281,2014,1,18872459,49404,382,고정고객
1122,282,2014,1,11110437,47078,236,고정고객
1126,283,2014,1,48212860,321419,150,고정고객
1130,284,2014,1,515037,6205,83,고정고객
1134,285,2014,1,976196,5193,188,고정고객
1138,286,2014,1,7987690,31448,254,고정고객
1142,287,2014,1,2681116,10432,257,고정고객
1146,288,2014,1,8369745,20924,400,고정고객
1150,289,2014,1,4163330,27390,152,고정고객
1154,290,2014,1,1508126,6982,216,고정고객
1158,291,2014,1,2523834,5547,455,고정고객
1162,292,2014,1,14435360,41842,345,고정고객
1166,293,2014,1,3255131,11709,278,고정고객
1170,294,2014,1,7568940,122080,62,고정고객
1174,295,2014,1,3605530,55470,65,고정고객
1178,296,2014,1,29402410,56652,519,고정고객
1182,297,2014,1,11292380,52523,215,고정고객
1186,298,2014,1,14560497,41841,348,고정고객
1190,299,2014,1,8775240,46185,190,고정고객
1194,300,2014,1,6078606,11690,520,고정고객
1198,301,2014,1,10166460,46850,217,고정고객
1202,302,2014,1,9466399,33688,281,고정고객
1206,303,2014,1,9455380,18798,503,고정고객
1210,304,2014,1,5020660,128735,39,고정고객
1214,305,2014,1,23762142,43204,550,고정고객
1218,306,2014,1,8713220,38384,227,고정고객
1222,307,2014,1,17185630,81448,211,고정고객
1226,308,2014,1,7830620,29774,263,고정고객
1230,309,2014,1,26102590,125493,208,고정고객
1234,310,2014,1,7822559,23008,340,고정고객
1238,311,2014,1,12315476,36329,339,고정고객
1242,312,2014,1,2451273,8979,273,고정고객
1246,313,2014,1,27381628,51085,536,고정고객
1250,314,2014,1,42355830,133194,318,고정고객
1254,315,2014,1,28262436,78725,359,고정고객
1258,316,2014,1,17967823,45954,391,고정고객
1262,317,2014,1,9000626,21079,427,고정고객
1266,318,2014,1,6781740,32449,209,고정고객
1270,319,2014,1,18764880,103104,182,고정고객
1274,320,2014,1,5465610,23559,232,고정고객
1278,321,2014,1,29044233,76232,381,고정고객
1282,322,2014,1,6087459,12298,495,고정고객
1286,323,2014,1,22107366,60074,368,고정고객
1290,324,2014,1,16766886,36689,457,고정고객
1294,325,2014,1,16932197,78029,217,고정고객
1298,326,2014,1,11807745,45766,258,고정고객
1302,327,2014,1,20328930,152849,133,고정고객
1306,328,2014,1,7567920,64135,118,고정고객
1310,329,2014,1,21642732,54379,398,고정고객
1314,330,2014,1,289220,4519,64,고정고객
1318,331,2014,1,2997167,9279,323,고정고객
1322,332,2014,1,11592854,33028,351,고정고객
1326,333,2014,1,6500463,10063,646,고정고객
1330,334,2014,1,6237730,40505,154,고정고객
1334,335,2014,1,18040761,90204,200,고정고객
1338,336,2014,1,4757962,15651,304,고정고객
1342,337,2014,1,25617503,131372,195,고정고객
1346,338,2014,1,4184570,12491,335,고정고객
1350,339,2014,1,6989267,10836,645,고정고객
1354,340,2014,1,9251760,81874,113,고정고객
1358,341,2014,1,10703580,112669,95,고정고객
1362,342,2014,1,2650703,6627,400,고정고객
1366,343,2014,1,12425260,56997,218,고정고객
1370,344,2014,1,11396834,31310,364,고정고객
1374,345,2014,1,18557103,109159,170,고정고객
1378,346,2014,1,1908970,13257,144,고정고객
1382,347,2014,1,5274730,14373,367,고정고객
1386,348,2014,1,3128682,6195,505,고정고객
1390,349,2014,1,21478684,39849,539,고정고객
1394,350,2014,1,2736712,10991,249,고정고객
1398,351,2014,1,18131835,45787,396,고정고객
1402,352,2014,1,40498487,220100,184,고정고객
1406,353,2014,1,2325132,10474,222,고정고객
1410,354,2014,1,2572796,7796,330,고정고객
1414,355,2014,1,6961487,32837,212,고정고객
1418,356,2014,1,6209070,52177,119,고정고객
1422,357,2014,1,2797987,6507,430,고정고객
1426,358,2014,1,9844580,92005,107,고정고객
1430,359,2014,1,7856822,16267,483,고정고객
1434,360,2014,1,6332950,10976,577,고정고객
1438,361,2014,1,24988158,85870,291,고정고객
1442,362,2014,1,3551001,9247,384,고정고객
1446,363,2014,1,86135450,231547,372,고정고객
1450,364,2014,1,3618048,18366,197,고정고객
1454,365,2014,1,57806981,111812,517,고정고객
1458,366,2014,1,1718985,10418,165,고정고객
1462,367,2014,1,29633001,35617,832,고정고객
1466,368,2014,1,13138054,34849,377,고정고객
1470,369,2014,1,16852920,100916,167,고정고객
1474,370,2014,1,3133623,8729,359,고정고객
1478,371,2014,1,3745813,13721,273,고정고객
1482,372,2014,1,3096192,7021,441,고정고객
1486,373,2014,1,6087484,28446,214,고정고객
1490,374,2014,1,16438560,98434,167,고정고객
1494,375,2014,1,51808978,296051,175,고정고객
1498,376,2014,1,956911,3638,263,고정고객
1502,377,2014,1,22026100,91395,241,고정고객
1506,378,2014,1,17040851,93119,183,고정고객
1510,379,2014,1,4270070,37788,113,고정고객
1514,380,2014,1,1976917,6336,312,고정고객
1518,381,2014,1,4400720,26040,169,고정고객
1522,382,2014,1,21689376,146550,148,고정고객
1526,383,2014,1,11692110,101671,115,고정고객
1530,384,2014,1,1624924,5952,273,고정고객
1534,385,2014,1,2720047,7432,366,고정고객
1538,386,2014,1,10449653,28396,368,고정고객
1542,387,2014,1,21628462,53011,408,고정고객
1546,388,2014,1,56797586,216785,262,고정고객
1550,389,2014,1,4811305,5634,854,고정고객
1554,390,2014,1,2605149,8684,300,고정고객
1558,391,2014,1,49863390,78033,639,고정고객
1562,392,2014,1,1272066,6057,210,고정고객
1566,393,2014,1,23286500,171224,136,고정고객
1570,394,2014,1,4530044,10249,442,고정고객
1574,395,2014,1,2939850,5821,505,고정고객
1578,396,2014,1,3503318,9651,363,고정고객
1582,397,2014,1,4236090,11899,356,고정고객
1586,398,2014,1,19031951,42013,453,고정고객
1590,399,2014,1,40712140,306106,133,고정고객
1594,400,2014,1,37511378,112310,334,고정고객
1598,401,2014,1,47452630,322807,147,고정고객
1602,402,2014,1,7806125,38265,204,고정고객
1606,403,2014,1,1732158,5932,292,고정고객
1610,404,2014,1,12144524,50602,240,고정고객
1614,405,2014,1,8803340,28490,309,고정고객
1618,406,2014,1,1846052,5879,314,고정고객
1622,407,2014,1,34084110,160019,213,고정고객
1626,408,2014,1,150035940,974259,154,고정고객
1630,409,2014,1,25449158,115678,220,고정고객
1634,410,2014,1,983634,6646,148,고정고객
1638,411,2014,1,19762690,59526,332,고정고객
1642,412,2014,1,17020175,55260,308,고정고객
1646,413,2014,1,9490473,31219,304,고정고객
1650,414,2014,1,17048935,66338,257,고정고객
1654,415,2014,1,1715418,4204,408,고정고객
1658,416,2014,1,60939420,334832,182,고정고객
1662,417,2014,1,11501230,64253,179,고정고객
1666,418,2014,1,3561591,12811,278,고정고객
1670,419,2014,1,14068070,61166,230,고정고객
1674,420,2014,1,5440610,22575,241,고정고객
1678,421,2014,1,22226587,25402,875,고정고객
1682,422,2014,1,4445150,23771,187,고정고객
1686,423,2014,1,13751300,54139,254,고정고객
1690,424,2014,1,793768,2134,372,고정고객
1694,425,2014,1,4930628,22210,222,고정고객
1698,426,2014,1,9227140,46602,198,고정고객
1702,427,2014,1,2999934,24193,124,고정고객
1706,428,2014,1,46143540,120479,383,고정고객
1710,429,2014,1,19465861,68062,286,고정고객
1714,430,2014,1,20111660,75325,267,고정고객
1718,431,2014,1,2921280,24549,119,고정고객
1722,432,2014,1,21884506,81355,269,고정고객
1726,433,2014,1,17805150,80203,222,고정고객
1730,434,2014,1,11042985,21695,509,고정고객
1734,435,2014,1,10880360,48791,223,고정고객
1738,436,2014,1,17894660,146678,122,고정고객
1742,437,2014,1,106420,4093,26,고정고객
1746,438,2014,1,25279943,90609,279,고정고객
1750,439,2014,1,1759443,4887,360,고정고객
1754,440,2014,1,21431460,122465,175,고정고객
1758,441,2014,1,10133486,46061,220,고정고객
1762,442,2014,1,7078788,7831,904,고정고객
1766,443,2014,1,16879522,104195,162,고정고객
1770,444,2014,1,11851297,50005,237,고정고객
1774,445,2014,1,2076763,10650,195,고정고객
1778,446,2014,1,4090285,7004,584,고정고객
1782,447,2014,1,4482420,15564,288,고정고객
1786,448,2014,1,23274758,118749,196,고정고객
1790,449,2014,1,6773765,16934,400,고정고객
1794,450,2014,1,29401208,73872,398,고정고객
1798,451,2014,1,6831857,20273,337,고정고객
1802,452,2014,1,1022754,5014,204,고정고객
1806,453,2014,1,27226281,113443,240,고정고객
1810,454,2014,1,2909786,9864,295,고정고객
1814,455,2014,1,48630169,181456,268,고정고객
1818,456,2014,1,4905507,7762,632,고정고객
1822,457,2014,1,44418832,29851,1488,고정고객
1826,458,2014,1,2568081,6341,405,고정고객
1830,459,2014,1,6705800,15631,429,고정고객
1834,460,2014,1,10136265,69426,146,비고정고객
1837,461,2014,1,1860249,17067,109,고정고객
1841,462,2014,1,14708900,80377,183,고정고객
1845,463,2014,1,12981400,50709,256,고정고객
1849,464,2014,1,5608900,10603,529,고정고객
1853,465,2014,1,6161033,13081,471,고정고객
1857,466,2014,1,34492541,127750,270,고정고객
1861,467,2014,1,7188460,19169,375,고정고객
1865,468,2014,1,14449900,47689,303,고정고객
1869,469,2014,1,9892320,51792,191,고정고객
1873,470,2014,1,2378120,5442,437,고정고객
1877,471,2014,1,21586140,178398,121,고정고객
1881,472,2014,1,1612107,6177,261,고정고객
1885,473,2014,1,3221275,8973,359,고정고객
1889,474,2014,1,25672578,40621,632,고정고객
1893,475,2014,1,10393935,34078,305,고정고객
1897,476,2014,1,2880249,4800,600,고정고객
1901,477,2014,1,19972466,134043,149,고정고객
1905,478,2014,1,54124120,201205,269,고정고객
1909,479,2014,1,3299113,9453,349,고정고객
1913,480,2014,1,24478774,77710,315,고정고객
1917,481,2014,1,16908210,63327,267,고정고객
1921,482,2014,1,1612707,5864,275,고정고객
1925,483,2014,1,2218090,16190,137,고정고객
1929,484,2014,1,10574272,52348,202,고정고객
1933,485,2014,1,24116120,185509,130,고정고객
1937,486,2014,1,33684500,127593,264,고정고객
1941,487,2014,1,2349685,6299,373,고정고객
1945,488,2014,1,2857905,4558,627,고정고객
1949,489,2014,1,16237790,69392,234,고정고객
1953,490,2014,1,5700260,24256,235,고정고객
1957,491,2014,1,4122110,8430,489,고정고객
1961,492,2014,1,15367300,52991,290,고정고객
1965,493,2014,1,2799053,5689,492,고정고객
1969,494,2014,1,11611051,52302,222,고정고객
1973,495,2014,1,1781201,6501,274,고정고객
1977,496,2014,1,4621240,11217,412,고정고객
1981,497,2014,1,2910051,6285,463,고정고객
1985,498,2014,1,2283466,11650,196,고정고객
1989,499,2014,1,1785102,11901,150,고정고객
1993,500,2014,1,4863853,7369,660,고정고객
1997,501,2014,1,24274730,250255,97,고정고객
2001,502,2014,1,16274555,33695,483,고정고객
2005,503,2014,1,15460952,16378,944,고정고객
2009,504,2014,1,28549550,146408,195,고정고객
2013,505,2014,1,87316475,191904,455,고정고객
2017,506,2014,1,7493202,39027,192,고정고객
2021,507,2014,1,9866410,29277,337,고정고객
2025,508,2014,1,44854767,134699,333,고정고객
2029,509,2014,1,10563230,48015,220,고정고객
2033,510,2014,1,31665746,102478,309,고정고객
2037,511,2014,1,2142634,6358,337,고정고객
2041,512,2014,1,1585507,7550,210,고정고객
2045,513,2014,1,10666100,86716,123,고정고객
2049,514,2014,1,3104302,7761,400,고정고객
2053,515,2014,1,19180350,94484,203,고정고객
2057,516,2014,1,2698473,5150,524,고정고객
2061,517,2014,1,8577890,42256,203,고정고객
2065,518,2014,1,49241955,144405,341,고정고객
2069,519,2014,1,2470310,50414,49,고정고객
2073,520,2014,1,23995060,165483,145,고정고객
2077,521,2014,1,47463678,110125,431,고정고객
2081,522,2014,1,3972842,15049,264,고정고객
2085,523,2014,1,4997458,6690,747,고정고객
2089,524,2014,1,4761927,8003,595,고정고객
2093,525,2014,1,11629730,47859,243,고정고객
2097,526,2014,1,21969736,58430,376,고정고객
2101,527,2014,1,3694673,29557,125,고정고객
2105,528,2014,1,856348,8003,107,고정고객
2109,529,2014,1,107515551,300323,358,고정고객
2113,530,2014,1,3890765,28820,135,고정고객
2117,531,2014,1,5717091,34234,167,고정고객
2121,532,2014,1,16221960,129776,125,고정고객
2125,533,2014,1,2355278,7984,295,고정고객
2129,534,2014,1,3599120,35635,101,고정고객
2133,535,2014,1,33037283,182526,181,고정고객
2137,536,2014,1,1649390,12886,128,고정고객
2141,537,2014,1,1682057,5006,336,고정고객
2145,538,2014,1,7646840,40675,188,고정고객
2149,539,2014,1,11893930,60683,196,고정고객
2153,540,2014,1,3828056,11000,348,고정고객
2157,541,2014,1,3018708,6224,485,고정고객
2161,542,2014,1,2275937,16859,135,고정고객
2165,543,2014,1,6131108,23856,257,고정고객
2169,544,2014,1,29782470,112387,265,고정고객
2173,545,2014,1,9116860,44472,205,고정고객
2177,546,2014,1,46144190,334378,138,고정고객
2181,547,2014,1,59779185,139021,430,고정고객
2185,548,2014,1,8313672,30906,269,고정고객
2189,549,2014,1,13483210,59137,228,고정고객
2193,550,2014,1,1656184,13575,122,고정고객
2197,551,2014,1,2752778,6214,443,고정고객
2201,552,2014,1,5461148,20844,262,고정고객
2205,553,2014,1,9053790,39364,230,고정고객
2209,554,2014,1,25020110,152562,164,고정고객
2213,555,2014,1,4289235,17724,242,고정고객
2217,556,2014,1,5110837,9378,545,고정고객
2221,557,2014,1,4345926,8231,528,고정고객
2225,558,2014,1,4100779,25471,161,고정고객
2229,559,2014,1,24500340,78779,311,고정고객
2233,560,2014,1,19999099,127383,157,고정고객
2237,561,2014,1,14150009,41618,340,고정고객
2241,562,2014,1,142225590,553407,257,고정고객
2245,563,2014,1,4732633,7658,618,고정고객
2249,564,2014,1,18224983,44235,412,고정고객
2253,565,2014,1,27105520,159444,170,고정고객
2257,566,2014,1,25005758,117952,212,고정고객
2261,567,2014,1,21043640,107916,195,고정고객
2265,568,2014,1,614170,5034,122,고정고객
2269,569,2014,1,6035660,27943,216,고정고객
2273,570,2014,1,1893558,5669,334,고정고객
2277,571,2014,1,16870370,70293,240,고정고객
2281,572,2014,1,5051171,35323,143,고정고객
2285,573,2014,1,3677824,58378,63,고정고객
2289,574,2014,1,25399047,37407,679,고정고객
2293,575,2014,1,5050371,14596,346,고정고객
2297,576,2014,1,10174135,35951,283,고정고객
2301,577,2014,1,9311770,53516,174,고정고객
2305,578,2014,1,37249416,70018,532,고정고객
2309,579,2014,1,745949,5526,135,고정고객
2313,580,2014,1,2866420,12463,230,고정고객
2317,581,2014,1,2023906,8504,238,고정고객
2321,582,2014,1,5080570,23521,216,고정고객
2325,583,2014,1,1771358,4948,358,고정고객
2329,584,2014,1,10153032,52880,192,고정고객
2333,585,2014,1,35283040,210018,168,고정고객
2337,586,2014,1,19233420,122506,157,고정고객
2341,587,2014,1,16682200,85991,194,고정고객
2345,588,2014,1,39018644,43499,897,고정고객
2349,589,2014,1,10808757,32169,336,고정고객
2353,590,2014,1,967880,5347,181,고정고객
2357,591,2014,1,1444379,3239,446,고정고객
