,CUSTNO,년도,반기,구매합계,평균구매,구매빈도,고정고객여부
186,47,2015,1,3827355,9156,418,고정고객
190,48,2015,1,25175180,146367,172,고정고객
194,49,2015,1,22192400,126814,175,고정고객
198,50,2015,1,5414960,12223,443,고정고객
202,51,2015,1,4060736,11065,367,고정고객
206,52,2015,1,10762750,27247,395,고정고객
210,53,2015,1,9141840,51072,179,고정고객
214,54,2015,1,2191650,13446,163,고정고객
218,55,2015,1,1808780,6904,262,고정고객
222,56,2015,1,36184363,173131,209,고정고객
226,57,2015,1,2982629,8522,350,고정고객
230,58,2015,1,5478560,30606,179,고정고객
234,59,2015,1,5907000,26489,223,고정고객
238,60,2015,1,6653988,17650,377,고정고객
242,61,2015,1,4470494,11795,379,고정고객
246,62,2015,1,4529970,17626,257,고정고객
250,63,2015,1,1749730,11074,158,고정고객
254,64,2015,1,770245,4279,180,고정고객
258,65,2015,1,6897950,22917,301,고정고객
262,66,2015,1,4626782,8322,556,고정고객
266,67,2015,1,2877652,4886,589,고정고객
270,68,2015,1,57876795,200961,288,고정고객
274,69,2015,1,3722299,3985,934,고정고객
278,70,2015,1,5061540,57518,88,고정고객
282,71,2015,1,1309351,4660,281,고정고객
286,72,2015,1,2386468,7824,305,고정고객
290,73,2015,1,59480490,468350,127,고정고객
294,74,2015,1,5163110,23903,216,고정고객
298,75,2015,1,1108206,5833,190,고정고객
302,76,2015,1,3018310,14104,214,고정고객
306,77,2015,1,7893718,30478,259,고정고객
310,78,2015,1,33694851,103358,326,고정고객
314,79,2015,1,3607631,6911,522,고정고객
318,80,2015,1,2979539,7486,398,고정고객
322,81,2015,1,19546090,79134,247,고정고객
326,82,2015,1,30271926,87745,345,고정고객
330,83,2015,1,29628050,101815,291,고정고객
334,84,2015,1,38392370,236990,162,고정고객
338,85,2015,1,4474790,18044,248,고정고객
342,86,2015,1,9545458,12317,775,고정고객
346,87,2015,1,7752052,55372,140,고정고객
350,88,2015,1,12320118,32167,383,고정고객
354,89,2015,1,4388995,7426,591,고정고객
358,90,2015,1,7796930,66076,118,고정고객
362,91,2015,1,4986750,21220,235,고정고객
366,92,2015,1,12305226,30383,405,고정고객
370,93,2015,1,37975290,190831,199,고정고객
374,94,2015,1,8765136,25043,350,고정고객
378,95,2015,1,1812664,5347,339,고정고객
382,96,2015,1,4685750,33470,140,고정고객
386,97,2015,1,307372262,613517,501,고정고객
390,98,2015,1,6148540,42404,145,고정고객
394,99,2015,1,66658092,184138,362,고정고객
398,100,2015,1,2716925,20428,133,고정고객
402,101,2015,1,1699057,7688,221,고정고객
406,102,2015,1,17374387,24505,709,고정고객
410,103,2015,1,1139608,5427,210,고정고객
414,104,2015,1,3397468,5155,659,고정고객
418,105,2015,1,4549573,9439,482,고정고객
422,106,2015,1,13209950,74213,178,고정고객
426,107,2015,1,37608047,173309,217,고정고객
430,108,2015,1,3615950,13645,265,고정고객
434,109,2015,1,1449687,4251,341,고정고객
438,110,2015,1,6392191,19081,335,고정고객
442,111,2015,1,1438582,3500,411,고정고객
446,112,2015,1,18511827,73169,253,고정고객
450,113,2015,1,24949332,60410,413,고정고객
454,114,2015,1,6902323,29372,235,고정고객
458,115,2015,1,24897191,135311,184,고정고객
462,116,2015,1,2197348,4851,453,고정고객
466,117,2015,1,8442320,19231,439,고정고객
470,118,2015,1,24769160,149212,166,고정고객
474,119,2015,1,21306466,73471,290,고정고객
478,120,2015,1,52304566,189509,276,고정고객
482,121,2015,1,5944172,25187,236,고정고객
486,122,2015,1,14868228,43989,338,고정고객
490,123,2015,1,2930237,6570,446,고정고객
494,124,2015,1,10741350,60686,177,고정고객
498,125,2015,1,4466080,21369,209,고정고객
502,126,2015,1,14472146,28488,508,고정고객
506,127,2015,1,1687650,8396,201,고정고객
510,128,2015,1,1561779,6323,247,고정고객
514,129,2015,1,1686647,7333,230,고정고객
518,130,2015,1,11239631,40576,277,고정고객
522,131,2015,1,8196560,17041,481,고정고객
526,132,2015,1,3954536,8221,481,고정고객
530,133,2015,1,6601230,22078,299,고정고객
534,134,2015,1,33998670,134915,252,고정고객
538,135,2015,1,2175850,11890,183,고정고객
542,136,2015,1,4065150,42791,95,고정고객
546,137,2015,1,23086208,67307,343,고정고객
550,138,2015,1,13192790,39381,335,고정고객
554,139,2015,1,6234084,19854,314,고정고객
558,140,2015,1,45054220,202947,222,고정고객
562,141,2015,1,1421011,3799,374,고정고객
566,142,2015,1,104000,52000,2,고정고객
570,143,2015,1,2064231,4915,420,고정고객
574,144,2015,1,11551154,9984,1157,고정고객
578,145,2015,1,19793082,100472,197,고정고객
582,146,2015,1,30913450,232432,133,고정고객
586,147,2015,1,29263875,66813,438,고정고객
590,148,2015,1,1603009,4541,353,고정고객
594,149,2015,1,7082099,27664,256,고정고객
598,150,2015,1,6130581,12212,502,고정고객
602,151,2015,1,10691178,32997,324,고정고객
606,152,2015,1,10206650,65849,155,고정고객
610,153,2015,1,2403553,8346,288,고정고객
614,154,2015,1,2908960,20631,141,고정고객
618,155,2015,1,12155431,46752,260,고정고객
622,156,2015,1,66290100,193266,343,고정고객
626,157,2015,1,2799794,11155,251,고정고객
630,158,2015,1,3522544,12951,272,고정고객
634,159,2015,1,51169805,284277,180,고정고객
638,160,2015,1,6391162,14558,439,고정고객
642,161,2015,1,32397271,178990,181,고정고객
646,162,2015,1,22375963,85080,263,고정고객
650,163,2015,1,2517822,7341,343,고정고객
654,164,2015,1,21976571,94727,232,고정고객
658,165,2015,1,9049705,65106,139,고정고객
662,166,2015,1,6656556,23944,278,고정고객
666,167,2015,1,7796700,34196,228,고정고객
670,168,2015,1,23430626,88752,264,고정고객
674,169,2015,1,1830568,7041,260,고정고객
678,170,2015,1,3452928,7490,461,고정고객
682,171,2015,1,5035380,21519,234,고정고객
686,172,2015,1,5343879,14885,359,고정고객
690,173,2015,1,3689860,6808,542,고정고객
693,174,2015,1,38700,38700,1,비고정고객
696,175,2015,1,10519166,7718,1363,고정고객
700,176,2015,1,2218214,5822,381,고정고객
704,177,2015,1,22431368,129661,173,고정고객
708,178,2015,1,4620074,7662,603,고정고객
712,179,2015,1,14869875,34027,437,고정고객
716,180,2015,1,20223630,117579,172,고정고객
720,181,2015,1,16084160,62829,256,고정고객
724,182,2015,1,22520152,60214,374,고정고객
728,183,2015,1,3757678,5285,711,고정고객
732,184,2015,1,4249746,38286,111,고정고객
736,185,2015,1,4123656,8117,508,고정고객
740,186,2015,1,19445969,44095,441,고정고객
744,187,2015,1,3599770,23528,153,고정고객
748,188,2015,1,3749266,4152,903,고정고객
752,189,2015,1,21727200,52993,410,고정고객
756,190,2015,1,18023650,45286,398,고정고객
760,191,2015,1,13159020,120725,109,고정고객
764,192,2015,1,6028830,20163,299,고정고객
768,193,2015,1,2446150,6852,357,고정고객
772,194,2015,1,3767895,6728,560,고정고객
776,195,2015,1,1854557,7508,247,고정고객
780,196,2015,1,7092248,20380,348,고정고객
784,197,2015,1,33245609,93125,357,고정고객
788,198,2015,1,3310875,9248,358,고정고객
792,199,2015,1,5209772,16080,324,고정고객
796,200,2015,1,3353906,13917,241,고정고객
800,201,2015,1,16911340,83307,203,고정고객
804,202,2015,1,21529160,42464,507,고정고객
808,203,2015,1,1815632,6651,273,고정고객
812,204,2015,1,4530229,10634,426,고정고객
816,205,2015,1,5130701,14535,353,고정고객
820,206,2015,1,3855629,7885,489,고정고객
824,207,2015,1,2065914,6664,310,고정고객
828,208,2015,1,10608440,99144,107,고정고객
832,209,2015,1,4468200,25102,178,고정고객
836,210,2015,1,1562632,4477,349,고정고객
840,211,2015,1,6372070,34444,185,고정고객
844,212,2015,1,5892645,12672,465,고정고객
848,213,2015,1,12970726,10891,1191,고정고객
852,214,2015,1,6210696,25558,243,고정고객
856,215,2015,1,3969470,8518,466,고정고객
860,216,2015,1,3055189,8558,357,고정고객
864,217,2015,1,3483700,22189,157,고정고객
868,218,2015,1,31440086,163750,192,고정고객
872,219,2015,1,12420691,25985,478,고정고객
876,220,2015,1,4909477,8674,566,고정고객
880,221,2015,1,2706721,8227,329,고정고객
884,222,2015,1,20617053,50408,409,고정고객
888,223,2015,1,62293380,348008,179,고정고객
892,224,2015,1,42561047,308413,138,고정고객
896,225,2015,1,56036320,252416,222,고정고객
900,226,2015,1,3172392,14420,220,고정고객
904,227,2015,1,1172924,3351,350,고정고객
908,228,2015,1,3086767,6844,451,고정고객
912,229,2015,1,19727530,75010,263,고정고객
916,230,2015,1,4651920,16555,281,고정고객
920,231,2015,1,2124847,4589,463,고정고객
924,232,2015,1,2285180,4946,462,고정고객
928,233,2015,1,6574311,17625,373,고정고객
932,234,2015,1,7627676,22238,343,고정고객
936,235,2015,1,14088740,46497,303,고정고객
940,236,2015,1,1577471,4370,361,고정고객
944,237,2015,1,15406717,42210,365,고정고객
948,238,2015,1,3651660,15808,231,고정고객
952,239,2015,1,40081810,144179,278,고정고객
956,240,2015,1,1521190,15846,96,고정고객
960,241,2015,1,24930770,88407,282,고정고객
964,242,2015,1,2835313,7364,385,고정고객
968,243,2015,1,1748155,6672,262,고정고객
972,244,2015,1,13120120,42598,308,고정고객
976,245,2015,1,5984454,8370,715,고정고객
980,246,2015,1,17431108,70287,248,고정고객
984,247,2015,1,5825479,11605,502,고정고객
988,248,2015,1,9847154,16949,581,고정고객
992,249,2015,1,26626700,129886,205,고정고객
996,250,2015,1,28169993,106302,265,고정고객
1000,251,2015,1,13758915,70559,195,고정고객
1004,252,2015,1,3678050,20663,178,고정고객
1008,253,2015,1,10239790,78768,130,고정고객
1012,254,2015,1,52990340,252335,210,고정고객
1016,255,2015,1,26771222,109270,245,고정고객
1020,256,2015,1,27940270,83156,336,고정고객
1024,257,2015,1,3799503,5827,652,고정고객
1028,258,2015,1,103111780,415773,248,고정고객
1032,259,2015,1,8114578,8688,934,고정고객
1036,260,2015,1,1742837,6999,249,고정고객
1040,261,2015,1,6265400,46069,136,고정고객
1044,262,2015,1,11410830,24592,464,고정고객
1048,263,2015,1,1608933,5645,285,고정고객
1052,264,2015,1,2802101,4995,561,고정고객
1056,265,2015,1,42876601,264670,162,고정고객
1060,266,2015,1,10304711,47487,217,고정고객
1064,267,2015,1,11683750,69963,167,고정고객
1068,268,2015,1,12804488,31538,406,고정고객
1072,269,2015,1,19146147,14026,1365,고정고객
1076,270,2015,1,2649043,5861,452,고정고객
1080,271,2015,1,8868870,76456,116,고정고객
1084,272,2015,1,6588026,13500,488,고정고객
1088,273,2015,1,18245545,48916,373,고정고객
1092,274,2015,1,2062824,4417,467,고정고객
1096,275,2015,1,11812738,15814,747,고정고객
1100,276,2015,1,4744308,5588,849,고정고객
1104,277,2015,1,6039601,16279,371,고정고객
1108,278,2015,1,1375713,2692,511,고정고객
1112,279,2015,1,16713320,109956,152,고정고객
1116,280,2015,1,13417644,72528,185,고정고객
1120,281,2015,1,20168476,49433,408,고정고객
1124,282,2015,1,10744414,52669,204,고정고객
1128,283,2015,1,30426610,139572,218,고정고객
1132,284,2015,1,883732,4532,195,고정고객
1136,285,2015,1,1697096,7893,215,고정고객
1140,286,2015,1,8953330,36248,247,고정고객
1144,287,2015,1,1861890,7856,237,고정고객
1148,288,2015,1,9425989,15130,623,고정고객
1152,289,2015,1,4610010,19871,232,고정고객
1156,290,2015,1,3458885,6312,548,고정고객
1160,291,2015,1,2492558,5730,435,고정고객
1164,292,2015,1,22365040,62472,358,고정고객
1168,293,2015,1,6242325,20202,309,고정고객
1172,294,2015,1,12962230,108019,120,고정고객
1176,295,2015,1,17693345,89360,198,고정고객
1180,296,2015,1,26053011,41354,630,고정고객
1184,297,2015,1,10749260,34343,313,고정고객
1188,298,2015,1,53975041,180519,299,고정고객
1192,299,2015,1,4314988,15922,271,고정고객
1196,300,2015,1,6496631,11498,565,고정고객
1200,301,2015,1,11993700,70139,171,고정고객
1204,302,2015,1,7242205,26923,269,고정고객
1208,303,2015,1,11184457,19151,584,고정고객
1212,304,2015,1,64937180,683549,95,고정고객
1216,305,2015,1,37983233,98915,384,고정고객
1220,306,2015,1,16228750,79553,204,고정고객
1224,307,2015,1,14503032,54523,266,고정고객
1228,308,2015,1,3983591,16529,241,고정고객
1232,309,2015,1,15908718,89375,178,고정고객
1236,310,2015,1,4814153,9947,484,고정고객
1240,311,2015,1,11457590,38065,301,고정고객
1244,312,2015,1,4858142,11567,420,고정고객
1248,313,2015,1,15712148,42351,371,고정고객
1252,314,2015,1,11957270,43800,273,고정고객
1256,315,2015,1,43217406,121739,355,고정고객
1260,316,2015,1,7015225,23076,304,고정고객
1264,317,2015,1,3991721,10906,366,고정고객
1268,318,2015,1,4525770,29388,154,고정고객
1272,319,2015,1,12990870,106483,122,고정고객
1276,320,2015,1,7148441,22339,320,고정고객
1280,321,2015,1,14928861,34241,436,고정고객
1284,322,2015,1,6423613,13217,486,고정고객
1288,323,2015,1,17909351,68356,262,고정고객
1292,324,2015,1,19286762,46699,413,고정고객
1296,325,2015,1,5726120,39220,146,고정고객
1300,326,2015,1,16846230,40496,416,고정고객
1304,327,2015,1,29032360,201614,144,고정고객
1308,328,2015,1,13938540,110623,126,고정고객
1312,329,2015,1,9200150,21546,427,고정고객
1316,330,2015,1,4047139,5692,711,고정고객
1320,331,2015,1,2732241,7611,359,고정고객
1324,332,2015,1,13359792,28917,462,고정고객
1328,333,2015,1,9890492,13330,742,고정고객
1332,334,2015,1,8936300,70365,127,고정고객
1336,335,2015,1,34238820,110805,309,고정고객
1340,336,2015,1,3491909,12427,281,고정고객
1344,337,2015,1,42614686,98191,434,고정고객
1348,338,2015,1,4915576,12382,397,고정고객
1352,339,2015,1,7166699,10194,703,고정고객
1356,340,2015,1,10568400,74425,142,고정고객
1360,341,2015,1,39374170,200889,196,고정고객
1364,342,2015,1,2830359,6087,465,고정고객
1368,343,2015,1,15105224,56363,268,고정고객
1372,344,2015,1,4097572,33587,122,고정고객
1376,345,2015,1,11020980,84130,131,고정고객
1380,346,2015,1,1886760,13012,145,고정고객
1384,347,2015,1,4432035,13430,330,고정고객
1388,348,2015,1,3431722,5456,629,고정고객
1392,349,2015,1,14941275,39216,381,고정고객
1396,350,2015,1,2760079,7562,365,고정고객
1400,351,2015,1,12963340,47139,275,고정고객
1404,352,2015,1,56384820,399892,141,고정고객
1408,353,2015,1,3906621,8438,463,고정고객
1412,354,2015,1,3015460,11005,274,고정고객
1416,355,2015,1,15465592,59483,260,고정고객
1420,356,2015,1,12257826,59504,206,고정고객
1424,357,2015,1,3345610,9754,343,고정고객
1428,358,2015,1,16921710,91966,184,고정고객
1432,359,2015,1,9396795,19455,483,고정고객
1436,360,2015,1,6068221,11134,545,고정고객
1440,361,2015,1,13391168,45704,293,고정고객
1444,362,2015,1,5575641,11838,471,고정고객
1448,363,2015,1,44408760,176927,251,고정고객
1452,364,2015,1,4443858,12043,369,고정고객
1456,365,2015,1,9890748,28422,348,고정고객
1460,366,2015,1,1910096,11647,164,고정고객
1464,367,2015,1,22559173,54491,414,고정고객
1468,368,2015,1,10722744,20700,518,고정고객
1472,369,2015,1,18889480,104362,181,고정고객
1476,370,2015,1,2845607,6338,449,고정고객
1480,371,2015,1,4549958,9519,478,고정고객
1484,372,2015,1,2638757,5812,454,고정고객
1488,373,2015,1,38360543,91772,418,고정고객
1492,374,2015,1,13292794,62116,214,고정고객
1496,375,2015,1,50629560,232246,218,고정고객
1500,376,2015,1,1328067,3609,368,고정고객
1504,377,2015,1,17873250,63833,280,고정고객
1508,378,2015,1,14423981,45502,317,고정고객
1512,379,2015,1,8927280,51306,174,고정고객
1516,380,2015,1,1451053,3749,387,고정고객
1520,381,2015,1,8826060,55861,158,고정고객
1524,382,2015,1,26793030,97785,274,고정고객
1528,383,2015,1,16351070,115965,141,고정고객
1532,384,2015,1,3018785,5205,580,고정고객
1536,385,2015,1,1860133,4807,387,고정고객
1540,386,2015,1,4869200,38340,127,고정고객
1544,387,2015,1,24184747,52348,462,고정고객
1548,388,2015,1,41389990,180742,229,고정고객
1552,389,2015,1,4819574,5026,959,고정고객
1556,390,2015,1,2877308,8316,346,고정고객
1560,391,2015,1,7067663,61458,115,고정고객
1564,392,2015,1,1747609,9247,189,고정고객
1568,393,2015,1,39960640,262899,152,고정고객
1572,394,2015,1,4880836,8939,546,고정고객
1576,395,2015,1,5418617,9834,551,고정고객
1580,396,2015,1,3350109,9882,339,고정고객
1584,397,2015,1,3933616,7653,514,고정고객
1588,398,2015,1,27298635,122415,223,고정고객
1592,399,2015,1,42090250,345002,122,고정고객
1596,400,2015,1,29548230,77759,380,고정고객
1600,401,2015,1,43518840,263751,165,고정고객
1604,402,2015,1,9831117,52293,188,고정고객
1608,403,2015,1,2458306,6829,360,고정고객
1612,404,2015,1,10989944,38834,283,고정고객
1616,405,2015,1,4299270,33071,130,고정고객
1620,406,2015,1,2309663,5310,435,고정고객
1624,407,2015,1,22239370,190080,117,고정고객
1628,408,2015,1,191834530,1155630,166,고정고객
1632,409,2015,1,20144360,92405,218,고정고객
1636,410,2015,1,2037767,10839,188,고정고객
1640,411,2015,1,11379110,46257,246,고정고객
1644,412,2015,1,10353734,22029,470,고정고객
1648,413,2015,1,14961401,48107,311,고정고객
1652,414,2015,1,20139650,86809,232,고정고객
1656,415,2015,1,3261871,3802,858,고정고객
1660,416,2015,1,16253060,89796,181,고정고객
1664,417,2015,1,8926310,70844,126,고정고객
1668,418,2015,1,3997718,10303,388,고정고객
1672,419,2015,1,9109490,63260,144,고정고객
1676,420,2015,1,9119544,34413,265,고정고객
1680,421,2015,1,21459249,20834,1030,고정고객
1684,422,2015,1,4328704,31596,137,고정고객
1688,423,2015,1,5671840,30825,184,고정고객
1692,424,2015,1,815280,2018,404,고정고객
1696,425,2015,1,4051485,13027,311,고정고객
1700,426,2015,1,13559310,61354,221,고정고객
1704,427,2015,1,7766320,53561,145,고정고객
1708,428,2015,1,27137470,75803,358,고정고객
1712,429,2015,1,11599093,36590,317,고정고객
1716,430,2015,1,10337440,58076,178,고정고객
1720,431,2015,1,4119247,21567,191,고정고객
1724,432,2015,1,9609480,35591,270,고정고객
1728,433,2015,1,38843730,176562,220,고정고객
1732,434,2015,1,10338768,18462,560,고정고객
1736,435,2015,1,5319590,31477,169,고정고객
1740,436,2015,1,16469805,55083,299,고정고객
1744,437,2015,1,1978880,4624,428,고정고객
1748,438,2015,1,12966040,72436,179,고정고객
1752,439,2015,1,2876883,4538,634,고정고객
1756,440,2015,1,12700189,63501,200,고정고객
1760,441,2015,1,5868438,34520,170,고정고객
1764,442,2015,1,9133856,8040,1136,고정고객
1768,443,2015,1,27149570,213776,127,고정고객
1772,444,2015,1,22695115,72048,315,고정고객
1776,445,2015,1,1834750,11256,163,고정고객
1780,446,2015,1,4828609,8325,580,고정고객
1784,447,2015,1,6731900,42878,157,고정고객
1788,448,2015,1,12788295,96153,133,고정고객
1792,449,2015,1,12412154,26636,466,고정고객
1796,450,2015,1,23466993,75700,310,고정고객
1800,451,2015,1,6003370,13833,434,고정고객
1804,452,2015,1,4460707,5223,854,고정고객
1808,453,2015,1,6915614,32017,216,고정고객
1812,454,2015,1,3463444,11468,302,고정고객
1816,455,2015,1,27129444,138416,196,고정고객
1820,456,2015,1,6691499,9320,718,고정고객
1824,457,2015,1,40091234,30698,1306,고정고객
1828,458,2015,1,2916367,6878,424,고정고객
1832,459,2015,1,7109370,16611,428,고정고객
1836,460,2015,1,6600920,58937,112,비고정고객
1839,461,2015,1,2328979,10082,231,고정고객
1843,462,2015,1,16126910,52531,307,고정고객
1847,463,2015,1,9469030,56030,169,고정고객
1851,464,2015,1,5944023,12106,491,고정고객
1855,465,2015,1,5383880,13228,407,고정고객
1859,466,2015,1,43069831,211127,204,고정고객
1863,467,2015,1,4068721,8494,479,고정고객
1867,468,2015,1,14682690,28074,523,고정고객
1871,469,2015,1,3890490,20158,193,고정고객
1875,470,2015,1,1567197,4259,368,고정고객
1879,471,2015,1,39786390,189459,210,고정고객
1883,472,2015,1,2189485,5276,415,고정고객
1887,473,2015,1,2926866,8245,355,고정고객
1891,474,2015,1,20910563,35026,597,고정고객
1895,475,2015,1,5255828,17232,305,고정고객
1899,476,2015,1,3974590,5445,730,고정고객
1903,477,2015,1,53811190,247978,217,고정고객
1907,478,2015,1,80061138,272317,294,고정고객
1911,479,2015,1,2417205,6120,395,고정고객
1915,480,2015,1,25524597,90835,281,고정고객
1919,481,2015,1,15106255,64557,234,고정고객
1923,482,2015,1,2277173,8191,278,고정고객
1927,483,2015,1,2250890,14712,153,고정고객
1931,484,2015,1,7440680,51671,144,고정고객
1935,485,2015,1,35380640,167681,211,고정고객
1939,486,2015,1,35390530,143281,247,고정고객
1943,487,2015,1,3307118,6523,507,고정고객
1947,488,2015,1,3037754,4923,617,고정고객
1951,489,2015,1,15651650,38362,408,고정고객
1955,490,2015,1,7864950,24655,319,고정고객
1959,491,2015,1,2339920,6842,342,고정고객
1963,492,2015,1,8372840,63915,131,고정고객
1967,493,2015,1,3912110,6961,562,고정고객
1971,494,2015,1,7839814,36635,214,고정고객
1975,495,2015,1,1876454,5141,365,고정고객
1979,496,2015,1,6254940,15875,394,고정고객
1983,497,2015,1,3733226,6181,604,고정고객
1987,498,2015,1,3749564,9168,409,고정고객
1991,499,2015,1,2135823,7265,294,고정고객
1995,500,2015,1,5374686,10376,518,고정고객
1999,501,2015,1,26099830,196239,133,고정고객
2003,502,2015,1,19349818,28709,674,고정고객
2007,503,2015,1,35966201,31384,1146,고정고객
2011,504,2015,1,25498304,87323,292,고정고객
2015,505,2015,1,33509337,67019,500,고정고객
2019,506,2015,1,12852256,38712,332,고정고객
2023,507,2015,1,6682700,26310,254,고정고객
2027,508,2015,1,36208196,149005,243,고정고객
2031,509,2015,1,10463730,48443,216,고정고객
2035,510,2015,1,14760064,51250,288,고정고객
2039,511,2015,1,2269797,6151,369,고정고객
2043,512,2015,1,2482418,6099,407,고정고객
2047,513,2015,1,7959390,53063,150,고정고객
2051,514,2015,1,3290977,9430,349,고정고객
2055,515,2015,1,17885114,92669,193,고정고객
2059,516,2015,1,2684259,4872,551,고정고객
2063,517,2015,1,15740280,54654,288,고정고객
2067,518,2015,1,18075612,51061,354,고정고객
2071,519,2015,1,14021030,39275,357,고정고객
2075,520,2015,1,8454490,47232,179,고정고객
2079,521,2015,1,41292654,62850,657,고정고객
2083,522,2015,1,11226508,31984,351,고정고객
2087,523,2015,1,4560837,6460,706,고정고객
2091,524,2015,1,4710603,8221,573,고정고객
2095,525,2015,1,7838918,21418,366,고정고객
2099,526,2015,1,7638115,13471,567,고정고객
2103,527,2015,1,1616345,3285,492,고정고객
2107,528,2015,1,1250246,6832,183,고정고객
2111,529,2015,1,47248215,109118,433,고정고객
2115,530,2015,1,3711880,18195,204,고정고객
2119,531,2015,1,9157600,68340,134,고정고객
2123,532,2015,1,24801420,155984,159,고정고객
2127,533,2015,1,2579329,6215,415,고정고객
2131,534,2015,1,3551560,25924,137,고정고객
2135,535,2015,1,35143775,186935,188,고정고객
2139,536,2015,1,1546952,5666,273,고정고객
2143,537,2015,1,2458334,5058,486,고정고객
2147,538,2015,1,10191220,43001,237,고정고객
2151,539,2015,1,6164270,20616,299,고정고객
2155,540,2015,1,2361087,7897,299,고정고객
2159,541,2015,1,3735909,6957,537,고정고객
2163,542,2015,1,3599230,16510,218,고정고객
2167,543,2015,1,5632851,15517,363,고정고객
2171,544,2015,1,18255252,72730,251,고정고객
2175,545,2015,1,5736878,48209,119,고정고객
2179,546,2015,1,54639940,317674,172,고정고객
2183,547,2015,1,22516901,58033,388,고정고객
2187,548,2015,1,13883589,38247,363,고정고객
2191,549,2015,1,10667470,50557,211,고정고객
2195,550,2015,1,15699999,57091,275,고정고객
2199,551,2015,1,4211711,7468,564,고정고객
2203,552,2015,1,3434749,19082,180,고정고객
2207,553,2015,1,12775870,50101,255,고정고객
2211,554,2015,1,34415590,163884,210,고정고객
2215,555,2015,1,6688595,29208,229,고정고객
2219,556,2015,1,3430751,7557,454,고정고객
2223,557,2015,1,3574700,6100,586,고정고객
2227,558,2015,1,4383280,17056,257,고정고객
2231,559,2015,1,17388480,57388,303,고정고객
2235,560,2015,1,28905900,224077,129,고정고객
2239,561,2015,1,22750818,55625,409,고정고객
2243,562,2015,1,90691360,566821,160,고정고객
2247,563,2015,1,5596201,8596,651,고정고객
2251,564,2015,1,18000366,83335,216,고정고객
2255,565,2015,1,21194060,112734,188,고정고객
2259,566,2015,1,19617050,121093,162,고정고객
2263,567,2015,1,24210381,57371,422,고정고객
2267,568,2015,1,2014440,6415,314,고정고객
2271,569,2015,1,7177474,29659,242,고정고객
2275,570,2015,1,1968847,7186,274,고정고객
2279,571,2015,1,20818840,119649,174,고정고객
2283,572,2015,1,45856838,206562,222,고정고객
2287,573,2015,1,12113188,15897,762,고정고객
2291,574,2015,1,8302848,23928,347,고정고객
2295,575,2015,1,10843601,41546,261,고정고객
2299,576,2015,1,16401548,57348,286,고정고객
2303,577,2015,1,12773208,43595,293,고정고객
2307,578,2015,1,22462417,36171,621,고정고객
2311,579,2015,1,826878,3864,214,고정고객
2315,580,2015,1,4557980,13770,331,고정고객
2319,581,2015,1,2668150,7231,369,고정고객
2323,582,2015,1,3034880,17050,178,고정고객
2327,583,2015,1,1231965,4831,255,고정고객
2331,584,2015,1,6909580,30042,230,고정고객
2335,585,2015,1,49160053,213739,230,고정고객
2339,586,2015,1,11553950,64189,180,고정고객
2343,587,2015,1,14138970,82203,172,고정고객
2347,588,2015,1,24146905,38027,635,고정고객
2351,589,2015,1,5237484,28465,184,고정고객
2355,590,2015,1,2604979,6891,378,고정고객
