,CUSTNO,년도,반기,구매합계,평균구매,구매빈도,고정고객여부
699,176,2014,2,2479589,6756,367,고정고객
703,177,2014,2,19865518,137955,144,고정고객
707,178,2014,2,5574672,14632,381,고정고객
711,179,2014,2,11466021,34024,337,고정고객
715,180,2014,2,9875590,64127,154,고정고객
719,181,2014,2,17582350,86613,203,고정고객
723,182,2014,2,22345381,50102,446,고정고객
727,183,2014,2,3760915,6289,598,고정고객
731,184,2014,2,9238674,49405,187,고정고객
735,185,2014,2,3946837,7350,537,고정고객
739,186,2014,2,14158429,51299,276,고정고객
743,187,2014,2,3263610,26972,121,고정고객
747,188,2014,2,3756560,5298,709,고정고객
751,189,2014,2,47087270,138086,341,고정고객
755,190,2014,2,8346610,28781,290,고정고객
759,191,2014,2,20410870,157007,130,고정고객
763,192,2014,2,14918956,42626,350,고정고객
767,193,2014,2,2532937,7629,332,고정고객
771,194,2014,2,3782778,6636,570,고정고객
775,195,2014,2,1508219,8333,181,고정고객
779,196,2014,2,7777702,21665,359,고정고객
783,197,2014,2,16918186,64821,261,고정고객
787,198,2014,2,3215770,9745,330,고정고객
791,199,2014,2,5644718,21301,265,고정고객
795,200,2014,2,4070508,11937,341,고정고객
799,201,2014,2,44913580,153289,293,고정고객
803,202,2014,2,24792257,45912,540,고정고객
807,203,2014,2,1784172,5611,318,고정고객
811,204,2014,2,6434661,18760,343,고정고객
815,205,2014,2,7248649,18213,398,고정고객
819,206,2014,2,4435139,8480,523,고정고객
823,207,2014,2,2387201,6315,378,고정고객
827,208,2014,2,32116090,191167,168,고정고객
831,209,2014,2,5490118,29838,184,고정고객
835,210,2014,2,1744395,6366,274,고정고객
839,211,2014,2,3994680,26455,151,고정고객
843,212,2014,2,5918370,12005,493,고정고객
847,213,2014,2,9692108,9751,994,고정고객
851,214,2014,2,3375738,9536,354,고정고객
855,215,2014,2,3209399,7164,448,고정고객
859,216,2014,2,3132443,7851,399,고정고객
863,217,2014,2,2577910,18027,143,고정고객
867,218,2014,2,68473840,252671,271,고정고객
871,219,2014,2,14551121,35063,415,고정고객
875,220,2014,2,4509821,7830,576,고정고객
879,221,2014,2,3242820,9345,347,고정고객
883,222,2014,2,16705567,43279,386,고정고객
887,223,2014,2,30725340,187350,164,고정고객
891,224,2014,2,45928968,370395,124,고정고객
895,225,2014,2,38042760,199177,191,고정고객
899,226,2014,2,2415854,10108,239,고정고객
903,227,2014,2,2279937,4199,543,고정고객
907,228,2014,2,2299642,7930,290,고정고객
911,229,2014,2,14459050,52578,275,고정고객
915,230,2014,2,2455170,13129,187,고정고객
919,231,2014,2,3723403,8823,422,고정고객
923,232,2014,2,2732536,4197,651,고정고객
927,233,2014,2,6652592,18531,359,고정고객
931,234,2014,2,5804680,21419,271,고정고객
935,235,2014,2,11429945,41115,278,고정고객
939,236,2014,2,1343912,5015,268,고정고객
943,237,2014,2,14085202,36776,383,고정고객
947,238,2014,2,7525070,32296,233,고정고객
951,239,2014,2,29852924,177696,168,고정고객
955,240,2014,2,3684310,18060,204,고정고객
959,241,2014,2,19089440,90902,210,고정고객
963,242,2014,2,2484771,7717,322,고정고객
967,243,2014,2,1615180,6593,245,고정고객
971,244,2014,2,4861110,27464,177,고정고객
975,245,2014,2,9506677,13371,711,고정고객
979,246,2014,2,26795409,148863,180,고정고객
983,247,2014,2,8042857,11898,676,고정고객
987,248,2014,2,4874290,11523,423,고정고객
991,249,2014,2,19664852,114999,171,고정고객
995,250,2014,2,33184350,152923,217,고정고객
999,251,2014,2,10332110,78871,131,고정고객
1003,252,2014,2,3033470,14797,205,고정고객
1007,253,2014,2,15424550,103520,149,고정고객
1011,254,2014,2,36633980,122522,299,고정고객
1015,255,2014,2,28715186,124849,230,고정고객
1019,256,2014,2,76618021,257107,298,고정고객
1023,257,2014,2,4286135,6071,706,고정고객
1027,258,2014,2,42700240,249709,171,고정고객
1031,259,2014,2,9472409,10252,924,고정고객
1035,260,2014,2,3950153,8817,448,고정고객
1039,261,2014,2,6330061,39812,159,고정고객
1043,262,2014,2,7669403,18174,422,고정고객
1047,263,2014,2,1675700,5839,287,고정고객
1051,264,2014,2,4352996,7584,574,고정고객
1055,265,2014,2,43164889,224817,192,고정고객
1059,266,2014,2,13296093,90450,147,고정고객
1063,267,2014,2,17205140,122022,141,고정고객
1067,268,2014,2,12819715,34095,376,고정고객
1071,269,2014,2,18232178,16425,1110,고정고객
1075,270,2014,2,2049864,5924,346,고정고객
1079,271,2014,2,14438770,115510,125,고정고객
1083,272,2014,2,6287087,16038,392,고정고객
1087,273,2014,2,16380478,56484,290,고정고객
1091,274,2014,2,1183634,4535,261,고정고객
1095,275,2014,2,17005272,24610,691,고정고객
1099,276,2014,2,2634326,3377,780,고정고객
1103,277,2014,2,4745048,13144,361,고정고객
1107,278,2014,2,1592737,2650,601,고정고객
1111,279,2014,2,15202000,55482,274,고정고객
1115,280,2014,2,26447450,115998,228,고정고객
1119,281,2014,2,18787174,53221,353,고정고객
1123,282,2014,2,13395490,78797,170,고정고객
1127,283,2014,2,28176510,162870,173,고정고객
1131,284,2014,2,570784,4717,121,고정고객
1135,285,2014,2,1448882,6411,226,고정고객
1139,286,2014,2,8855517,36293,244,고정고객
1143,287,2014,2,1520175,8687,175,고정고객
1147,288,2014,2,9529319,13441,709,고정고객
1151,289,2014,2,4952830,15334,323,고정고객
1155,290,2014,2,4389843,7208,609,고정고객
1159,291,2014,2,3121608,6015,519,고정고객
1163,292,2014,2,25805650,63561,406,고정고객
1167,293,2014,2,5731975,19043,301,고정고객
1171,294,2014,2,20456150,125498,163,고정고객
1175,295,2014,2,7414340,65038,114,고정고객
1179,296,2014,2,12092425,23757,509,고정고객
1183,297,2014,2,18419539,86885,212,고정고객
1187,298,2014,2,40299937,111019,363,고정고객
1191,299,2014,2,4681580,29819,157,고정고객
1195,300,2014,2,5730502,11647,492,고정고객
1199,301,2014,2,8442633,44202,191,고정고객
1203,302,2014,2,12950781,37002,350,고정고객
1207,303,2014,2,4121043,7118,579,고정고객
1211,304,2014,2,31254800,267135,117,고정고객
1215,305,2014,2,33962082,78982,430,고정고객
1219,306,2014,2,14238850,70840,201,고정고객
1223,307,2014,2,19028456,64944,293,고정고객
1227,308,2014,2,9826969,42358,232,고정고객
1231,309,2014,2,23487790,126278,186,고정고객
1235,310,2014,2,3144118,10658,295,고정고객
1239,311,2014,2,9593448,35663,269,고정고객
1243,312,2014,2,6445846,15025,429,고정고객
1247,313,2014,2,15198103,25672,592,고정고객
1251,314,2014,2,18438170,88645,208,고정고객
1255,315,2014,2,67549126,175452,385,고정고객
1259,316,2014,2,16733099,43919,381,고정고객
1263,317,2014,2,8596164,21653,397,고정고객
1267,318,2014,2,10059870,57158,176,고정고객
1271,319,2014,2,11527790,74856,154,고정고객
1275,320,2014,2,4393574,16580,265,고정고객
1279,321,2014,2,20703576,39211,528,고정고객
1283,322,2014,2,6298715,14283,441,고정고객
1287,323,2014,2,19354262,62635,309,고정고객
1291,324,2014,2,26499068,73609,360,고정고객
1295,325,2014,2,10809942,57500,188,고정고객
1299,326,2014,2,6221814,30499,204,고정고객
1303,327,2014,2,16292304,91530,178,고정고객
1307,328,2014,2,17178260,127246,135,고정고객
1311,329,2014,2,16049808,44832,358,고정고객
1315,330,2014,2,217890,7263,30,고정고객
1319,331,2014,2,2348390,6989,336,고정고객
1323,332,2014,2,11353513,21750,522,고정고객
1327,333,2014,2,8777845,11154,787,고정고객
1331,334,2014,2,5921630,51049,116,고정고객
1335,335,2014,2,30457825,124827,244,고정고객
1339,336,2014,2,2555867,9501,269,고정고객
1343,337,2014,2,59633410,218437,273,고정고객
1347,338,2014,2,3054317,10642,287,고정고객
1351,339,2014,2,6838969,12083,566,고정고객
1355,340,2014,2,10773720,100689,107,고정고객
1359,341,2014,2,36451820,218274,167,고정고객
1363,342,2014,2,2742737,6673,411,고정고객
1367,343,2014,2,8819484,52186,169,고정고객
1371,344,2014,2,8797778,28940,304,고정고객
1375,345,2014,2,36512890,243419,150,고정고객
1379,346,2014,2,2631330,14700,179,고정고객
1383,347,2014,2,4412720,10168,434,고정고객
1387,348,2014,2,4094817,5602,731,고정고객
1391,349,2014,2,22644097,52907,428,고정고객
1395,350,2014,2,2888089,8494,340,고정고객
1399,351,2014,2,10438418,31728,329,고정고객
1403,352,2014,2,29169660,128501,227,고정고객
1407,353,2014,2,2736920,9705,282,고정고객
1411,354,2014,2,2550973,7873,324,고정고객
1415,355,2014,2,51994979,181167,287,고정고객
1419,356,2014,2,22832905,105221,217,고정고객
1423,357,2014,2,2651024,8579,309,고정고객
1427,358,2014,2,15714390,148249,106,고정고객
1431,359,2014,2,9437238,22205,425,고정고객
1435,360,2014,2,6856602,9657,710,고정고객
1439,361,2014,2,16563281,52250,317,고정고객
1443,362,2014,2,2453105,7888,311,고정고객
1447,363,2014,2,41735750,265833,157,고정고객
1451,364,2014,2,4842525,12578,385,고정고객
1455,365,2014,2,24834355,43877,566,고정고객
1459,366,2014,2,2067400,9706,213,고정고객
1463,367,2014,2,33573361,75446,445,고정고객
1467,368,2014,2,12892821,33315,387,고정고객
1471,369,2014,2,10580350,88170,120,고정고객
1475,370,2014,2,2616062,7227,362,고정고객
1479,371,2014,2,3845788,10366,371,고정고객
1483,372,2014,2,3114469,6906,451,고정고객
1487,373,2014,2,13515187,64977,208,고정고객
1491,374,2014,2,11984890,68096,176,고정고객
1495,375,2014,2,26878585,156271,172,고정고객
1499,376,2014,2,1256153,3925,320,고정고객
1503,377,2014,2,24581036,86859,283,고정고객
1507,378,2014,2,13884912,47389,293,고정고객
1511,379,2014,2,4184390,35764,117,고정고객
1515,380,2014,2,1947105,5248,371,고정고객
1519,381,2014,2,9533410,65297,146,고정고객
1523,382,2014,2,16627882,105910,157,고정고객
1527,383,2014,2,17673740,169940,104,고정고객
1531,384,2014,2,1618029,5657,286,고정고객
1535,385,2014,2,3114874,7616,409,고정고객
1539,386,2014,2,12132178,37795,321,고정고객
1543,387,2014,2,36021005,68351,527,고정고객
1547,388,2014,2,52133451,214541,243,고정고객
1551,389,2014,2,3325862,4891,680,고정고객
1555,390,2014,2,3395855,9008,377,고정고객
1559,391,2014,2,23260811,82779,281,고정고객
1563,392,2014,2,1789877,13983,128,고정고객
1567,393,2014,2,19034580,137932,138,고정고객
1571,394,2014,2,2715846,8083,336,고정고객
1575,395,2014,2,2807453,6484,433,고정고객
1579,396,2014,2,3807856,8406,453,고정고객
1583,397,2014,2,5995164,18794,319,고정고객
1587,398,2014,2,20898188,106623,196,고정고객
1591,399,2014,2,33302190,262222,127,고정고객
1595,400,2014,2,39207742,107714,364,고정고객
1599,401,2014,2,25302380,188824,134,고정고객
1603,402,2014,2,6184045,35137,176,고정고객
1607,403,2014,2,1764024,5709,309,고정고객
1611,404,2014,2,9235095,30180,306,고정고객
1615,405,2014,2,6194860,27170,228,고정고객
1619,406,2014,2,2074829,6525,318,고정고객
1623,407,2014,2,46646910,281005,166,고정고객
1627,408,2014,2,233920790,1549144,151,고정고객
1631,409,2014,2,19328480,104478,185,고정고객
1635,410,2014,2,1928910,11834,163,고정고객
1639,411,2014,2,15520300,58128,267,고정고객
1643,412,2014,2,13090883,33481,391,고정고객
1647,413,2014,2,24235345,70044,346,고정고객
1651,414,2014,2,23823238,145264,164,고정고객
1655,415,2014,2,2168741,3778,574,고정고객
1659,416,2014,2,36827072,209245,176,고정고객
1663,417,2014,2,9626130,52602,183,고정고객
1667,418,2014,2,6114875,12873,475,고정고객
1671,419,2014,2,14653970,91587,160,고정고객
1675,420,2014,2,7848875,25319,310,고정고객
1679,421,2014,2,18951244,23542,805,고정고객
1683,422,2014,2,3736481,21474,174,고정고객
1687,423,2014,2,13953540,69077,202,고정고객
1691,424,2014,2,643960,1708,377,고정고객
1695,425,2014,2,3113655,11794,264,고정고객
1699,426,2014,2,12090196,48555,249,고정고객
1703,427,2014,2,5871040,32799,179,고정고객
1707,428,2014,2,24270910,63871,380,고정고객
1711,429,2014,2,7843693,31250,251,고정고객
1715,430,2014,2,24938120,131253,190,고정고객
1719,431,2014,2,4329105,26237,165,고정고객
1723,432,2014,2,9287365,37001,251,고정고객
1727,433,2014,2,17736280,68745,258,고정고객
1731,434,2014,2,13492684,22155,609,고정고객
1735,435,2014,2,3135390,23574,133,고정고객
1739,436,2014,2,22679960,144458,157,고정고객
1743,437,2014,2,1011094,2540,398,고정고객
1747,438,2014,2,28722956,160463,179,고정고객
1751,439,2014,2,1629953,4617,353,고정고객
1755,440,2014,2,20686174,78061,265,고정고객
1759,441,2014,2,6931927,28526,243,고정고객
1763,442,2014,2,7344403,7229,1016,고정고객
1767,443,2014,2,34329830,236757,145,고정고객
1771,444,2014,2,48816400,145721,335,고정고객
1775,445,2014,2,1931039,13793,140,고정고객
1779,446,2014,2,3807586,6102,624,고정고객
1783,447,2014,2,4037853,19601,206,고정고객
1787,448,2014,2,24068080,134459,179,고정고객
1791,449,2014,2,18646176,47206,395,고정고객
1795,450,2014,2,28732630,106813,269,고정고객
1799,451,2014,2,7658218,15661,489,고정고객
1803,452,2014,2,4902813,7189,682,고정고객
1807,453,2014,2,10409590,41806,249,고정고객
1811,454,2014,2,3966114,11946,332,고정고객
1815,455,2014,2,29108378,81995,355,고정고객
1819,456,2014,2,7255469,9522,762,고정고객
1823,457,2014,2,41790507,38375,1089,고정고객
1827,458,2014,2,2839092,8301,342,고정고객
1831,459,2014,2,9220260,20444,451,고정고객
1835,460,2014,2,12572180,55384,227,비고정고객
1838,461,2014,2,2588655,11304,229,고정고객
1842,462,2014,2,27829801,115476,241,고정고객
1846,463,2014,2,19415680,66492,292,고정고객
1850,464,2014,2,4246488,8902,477,고정고객
1854,465,2014,2,4236708,11120,381,고정고객
1858,466,2014,2,68168593,220610,309,고정고객
1862,467,2014,2,3850722,10436,369,고정고객
1866,468,2014,2,12287157,31668,388,고정고객
1870,469,2014,2,8392050,35711,235,고정고객
1874,470,2014,2,1904539,6046,315,고정고객
1878,471,2014,2,29124060,110318,264,고정고객
1882,472,2014,2,1579920,5284,299,고정고객
1886,473,2014,2,3256961,8330,391,고정고객
1890,474,2014,2,28435462,39330,723,고정고객
1894,475,2014,2,5523145,16245,340,고정고객
1898,476,2014,2,3605016,5521,653,고정고객
1902,477,2014,2,99221895,448968,221,고정고객
1906,478,2014,2,75573422,302294,250,고정고객
1910,479,2014,2,1890280,6078,311,고정고객
1914,480,2014,2,24991392,109611,228,고정고객
1918,481,2014,2,23956614,85255,281,고정고객
1922,482,2014,2,2430155,8438,288,고정고객
1926,483,2014,2,1353920,10415,130,고정고객
1930,484,2014,2,10005137,52110,192,고정고객
1934,485,2014,2,32348110,212817,152,고정고객
1938,486,2014,2,39699550,130591,304,고정고객
1942,487,2014,2,2902598,6137,473,고정고객
1946,488,2014,2,3810194,4879,781,고정고객
1950,489,2014,2,18426220,46767,394,고정고객
1954,490,2014,2,5735690,28536,201,고정고객
1958,491,2014,2,4414060,8604,513,고정고객
1962,492,2014,2,22097760,74655,296,고정고객
1966,493,2014,2,4041782,7389,547,고정고객
1970,494,2014,2,7548989,27959,270,고정고객
1974,495,2014,2,1190022,4048,294,고정고객
1978,496,2014,2,4950860,12224,405,고정고객
1982,497,2014,2,2790855,5226,534,고정고객
1986,498,2014,2,3035261,12338,246,고정고객
1990,499,2014,2,881229,6340,139,고정고객
1994,500,2014,2,4048631,9201,440,고정고객
1998,501,2014,2,59697210,455704,131,고정고객
2002,502,2014,2,14211103,24932,570,고정고객
2006,503,2014,2,22489076,21057,1068,고정고객
2010,504,2014,2,21857030,124188,176,고정고객
2014,505,2014,2,54267177,138084,393,고정고객
2018,506,2014,2,4765801,26925,177,고정고객
2022,507,2014,2,8783730,29182,301,고정고객
2026,508,2014,2,57832462,258181,224,고정고객
2030,509,2014,2,15956400,61136,261,고정고객
2034,510,2014,2,17523214,59401,295,고정고객
2038,511,2014,2,2679916,5982,448,고정고객
2042,512,2014,2,1639904,6805,241,고정고객
2046,513,2014,2,22283640,156927,142,고정고객
2050,514,2014,2,3606593,11672,309,고정고객
2054,515,2014,2,16664334,64590,258,고정고객
2058,516,2014,2,2233680,4160,537,고정고객
2062,517,2014,2,18239190,72957,250,고정고객
2066,518,2014,2,33432207,89153,375,고정고객
2070,519,2014,2,9365870,63283,148,고정고객
2074,520,2014,2,14224250,59766,238,고정고객
2078,521,2014,2,26706038,48645,549,고정고객
2082,522,2014,2,7714120,16004,482,고정고객
2086,523,2014,2,3479699,7388,471,고정고객
2090,524,2014,2,4105655,7267,565,고정고객
2094,525,2014,2,9243454,37575,246,고정고객
2098,526,2014,2,13867936,32326,429,고정고객
2102,527,2014,2,2206177,3975,555,고정고객
2106,528,2014,2,1083163,7906,137,고정고객
2110,529,2014,2,49188085,149964,328,고정고객
2114,530,2014,2,5489208,34308,160,고정고객
2118,531,2014,2,12915710,63939,202,고정고객
2122,532,2014,2,17784330,128872,138,고정고객
2126,533,2014,2,2836821,7237,392,고정고객
2130,534,2014,2,6903960,33352,207,고정고객
2134,535,2014,2,26098684,226945,115,고정고객
2138,536,2014,2,1456740,9647,151,고정고객
2142,537,2014,2,1849964,4743,390,고정고객
2146,538,2014,2,24507120,100029,245,고정고객
2150,539,2014,2,8329883,33187,251,고정고객
2154,540,2014,2,3006499,11053,272,고정고객
2158,541,2014,2,4513098,8420,536,고정고객
2162,542,2014,2,7179994,28835,249,고정고객
2166,543,2014,2,4920370,21581,228,고정고객
2170,544,2014,2,17029568,88236,193,고정고객
2174,545,2014,2,12914130,83858,154,고정고객
2178,546,2014,2,13242530,106795,124,고정고객
2182,547,2014,2,32692199,68971,474,고정고객
2186,548,2014,2,9718359,28838,337,고정고객
2190,549,2014,2,10289030,43231,238,고정고객
2194,550,2014,2,6461263,25539,253,고정고객
2198,551,2014,2,3495036,7614,459,고정고객
2202,552,2014,2,5559710,26349,211,고정고객
2206,553,2014,2,19249300,77306,249,고정고객
2210,554,2014,2,24807070,154081,161,고정고객
2214,555,2014,2,4768665,14810,322,고정고객
2218,556,2014,2,3908648,8194,477,고정고객
2222,557,2014,2,3323418,8500,391,고정고객
2226,558,2014,2,2849370,19253,148,고정고객
2230,559,2014,2,48810690,144410,338,고정고객
2234,560,2014,2,21277466,158787,134,고정고객
2238,561,2014,2,14050531,32982,426,고정고객
2242,562,2014,2,239807820,1282395,187,고정고객
2246,563,2014,2,4646340,8342,557,고정고객
2250,564,2014,2,33484860,79916,419,고정고객
2254,565,2014,2,28711380,142136,202,고정고객
2258,566,2014,2,5489790,33680,163,고정고객
2262,567,2014,2,11312292,39973,283,고정고객
2266,568,2014,2,1472842,7328,201,고정고객
2270,569,2014,2,11110730,28128,395,고정고객
2274,570,2014,2,2233622,6810,328,고정고객
2278,571,2014,2,18115974,80515,225,고정고객
2282,572,2014,2,10067306,48634,207,고정고객
2286,573,2014,2,9479759,13485,703,고정고객
2290,574,2014,2,8907241,22213,401,고정고객
2294,575,2014,2,8032322,28483,282,고정고객
2298,576,2014,2,19013433,68889,276,고정고객
2302,577,2014,2,12641722,50567,250,고정고객
2306,578,2014,2,26491048,48518,546,고정고객
2310,579,2014,2,493530,4255,116,고정고객
2314,580,2014,2,4162259,18582,224,고정고객
2318,581,2014,2,2043820,7598,269,고정고객
2322,582,2014,2,2338320,16584,141,고정고객
2326,583,2014,2,1765866,4786,369,고정고객
2330,584,2014,2,6635263,27879,238,고정고객
2334,585,2014,2,83073488,315869,263,고정고객
2338,586,2014,2,17257630,105875,163,고정고객
2342,587,2014,2,23629570,118148,200,고정고객
2346,588,2014,2,36888072,45710,807,고정고객
2350,589,2014,2,6444172,42961,150,고정고객
2354,590,2014,2,1911830,6756,283,고정고객
2358,591,2014,2,1536757,3642,422,고정고객
