,CUSTNO,년도,반기,구매합계,평균구매,구매빈도,고정고객여부
773,194,2015,2,3771145,7557,499,고정고객
777,195,2015,2,2349661,9178,256,고정고객
781,196,2015,2,7664028,17223,445,고정고객
785,197,2015,2,38729004,116654,332,고정고객
789,198,2015,2,4245003,12198,348,고정고객
793,199,2015,2,4266244,15514,275,고정고객
797,200,2015,2,1817109,14894,122,고정고객
801,201,2015,2,31081940,175604,177,고정고객
805,202,2015,2,38401737,86882,442,고정고객
809,203,2015,2,1424741,5815,245,고정고객
813,204,2015,2,7030878,12600,558,고정고객
817,205,2015,2,4472484,11071,404,고정고객
821,206,2015,2,4942707,9560,517,고정고객
825,207,2015,2,2005007,6406,313,고정고객
829,208,2015,2,786840,18299,43,고정고객
833,209,2015,2,2731814,16358,167,고정고객
837,210,2015,2,1747991,5378,325,고정고객
841,211,2015,2,8753360,52731,166,고정고객
845,212,2015,2,3680446,8461,435,고정고객
849,213,2015,2,16185776,13477,1201,고정고객
853,214,2015,2,6242436,21452,291,고정고객
857,215,2015,2,4281024,7318,585,고정고객
861,216,2015,2,2459156,8422,292,고정고객
865,217,2015,2,5515680,30987,178,고정고객
869,218,2015,2,76693773,278886,275,고정고객
873,219,2015,2,11536878,48271,239,고정고객
877,220,2015,2,5622500,9562,588,고정고객
881,221,2015,2,2581188,6865,376,고정고객
885,222,2015,2,22460238,97653,230,고정고객
889,223,2015,2,34021760,195527,174,고정고객
893,224,2015,2,47866307,341902,140,고정고객
897,225,2015,2,40703100,222421,183,고정고객
901,226,2015,2,2489302,12143,205,고정고객
905,227,2015,2,1159183,3211,361,고정고객
909,228,2015,2,4940649,7374,670,고정고객
913,229,2015,2,20062940,92884,216,고정고객
917,230,2015,2,3267930,14589,224,고정고객
921,231,2015,2,1918035,4310,445,고정고객
925,232,2015,2,2407500,4361,552,고정고객
929,233,2015,2,4826454,12536,385,고정고객
933,234,2015,2,15191180,62773,242,고정고객
937,235,2015,2,6765897,28548,237,고정고객
941,236,2015,2,3515181,6415,548,고정고객
945,237,2015,2,24393055,69298,352,고정고객
949,238,2015,2,2418020,12931,187,고정고객
953,239,2015,2,39538280,214882,184,고정고객
957,240,2015,2,5217470,23933,218,고정고객
961,241,2015,2,16485870,75278,219,고정고객
965,242,2015,2,2918838,8535,342,고정고객
969,243,2015,2,2972499,9231,322,고정고객
973,244,2015,2,19026580,45194,421,고정고객
977,245,2015,2,6291338,8811,714,고정고객
981,246,2015,2,19960060,105053,190,고정고객
985,247,2015,2,4280123,9448,453,고정고객
989,248,2015,2,11501788,24682,466,고정고객
993,249,2015,2,45340860,211873,214,고정고객
997,250,2015,2,31398316,128156,245,고정고객
1001,251,2015,2,14201311,54831,259,고정고객
1005,252,2015,2,2994246,23033,130,고정고객
1009,253,2015,2,23724971,162500,146,고정고객
1013,254,2015,2,20088010,107423,187,고정고객
1017,255,2015,2,19262910,84118,229,고정고객
1021,256,2015,2,78983298,160535,492,고정고객
1025,257,2015,2,3975392,5461,728,고정고객
1029,258,2015,2,186105160,707624,263,고정고객
1033,259,2015,2,4303390,6963,618,고정고객
1037,260,2015,2,3161354,10036,315,고정고객
1041,261,2015,2,4719910,28780,164,고정고객
1045,262,2015,2,6797370,19589,347,고정고객
1049,263,2015,2,1888648,6627,285,고정고객
1053,264,2015,2,2539658,4801,529,고정고객
1057,265,2015,2,48097700,394243,122,고정고객
1061,266,2015,2,9825715,38382,256,고정고객
1065,267,2015,2,10255630,94960,108,고정고객
1069,268,2015,2,13153552,24313,541,고정고객
1073,269,2015,2,14328970,12385,1157,고정고객
1077,270,2015,2,2267019,6609,343,고정고객
1081,271,2015,2,39595480,234293,169,고정고객
1085,272,2015,2,10735823,23138,464,고정고객
1089,273,2015,2,18340730,62383,294,고정고객
1093,274,2015,2,1714894,4737,362,고정고객
1097,275,2015,2,13923766,20179,690,고정고객
1101,276,2015,2,1748445,2382,734,고정고객
1105,277,2015,2,4187222,11503,364,고정고객
1109,278,2015,2,915499,2353,389,고정고객
1113,279,2015,2,11733660,71547,164,고정고객
1117,280,2015,2,13436209,75484,178,고정고객
1121,281,2015,2,32904228,97639,337,고정고객
1125,282,2015,2,15902387,67383,236,고정고객
1129,283,2015,2,33985070,193097,176,고정고객
1133,284,2015,2,944678,5904,160,고정고객
1137,285,2015,2,1734730,7849,221,고정고객
1141,286,2015,2,5882600,21787,270,고정고객
1145,287,2015,2,3029937,10821,280,고정고객
1149,288,2015,2,8778894,14298,614,고정고객
1153,289,2015,2,4008250,18471,217,고정고객
1157,290,2015,2,3021953,7299,414,고정고객
1161,291,2015,2,4430225,6515,680,고정고객
1165,292,2015,2,22473609,65141,345,고정고객
1169,293,2015,2,9485985,28659,331,고정고객
1173,294,2015,2,21729720,149860,145,고정고객
1177,295,2015,2,5331944,45186,118,고정고객
1181,296,2015,2,10712040,35707,300,고정고객
1185,297,2015,2,23839535,108362,220,고정고객
1189,298,2015,2,40293946,150351,268,고정고객
1193,299,2015,2,2978620,17943,166,고정고객
1197,300,2015,2,5714138,11733,487,고정고객
1201,301,2015,2,10082200,107257,94,고정고객
1205,302,2015,2,8842480,32038,276,고정고객
1209,303,2015,2,4302670,5822,739,고정고객
1213,304,2015,2,43182256,201786,214,고정고객
1217,305,2015,2,28828762,75468,382,고정고객
1221,306,2015,2,21891090,88271,248,고정고객
1225,307,2015,2,5795090,30990,187,고정고객
1229,308,2015,2,3433462,18459,186,고정고객
1233,309,2015,2,19345950,115154,168,고정고객
1237,310,2015,2,5006277,13140,381,고정고객
1241,311,2015,2,7363736,46313,159,고정고객
1245,312,2015,2,1523013,6216,245,고정고객
1249,313,2015,2,14964126,65921,227,고정고객
1253,314,2015,2,64284100,217176,296,고정고객
1257,315,2015,2,100245107,187725,534,고정고객
1261,316,2015,2,100593710,356715,282,고정고객
1265,317,2015,2,12653415,37771,335,고정고객
1269,318,2015,2,5398940,24102,224,고정고객
1273,319,2015,2,12888780,112076,115,고정고객
1277,320,2015,2,4515857,17236,262,고정고객
1281,321,2015,2,13839827,35854,386,고정고객
1285,322,2015,2,8255278,19702,419,고정고객
1289,323,2015,2,20240113,49487,409,고정고객
1293,324,2015,2,25400838,76509,332,고정고객
1297,325,2015,2,6690029,31409,213,고정고객
1301,326,2015,2,10024249,24449,410,고정고객
1305,327,2015,2,14254980,96317,148,고정고객
1309,328,2015,2,12806830,112341,114,고정고객
1313,329,2015,2,16565342,46143,359,고정고객
1317,330,2015,2,3678802,4899,751,고정고객
1321,331,2015,2,2965279,9504,312,고정고객
1325,332,2015,2,9879623,21955,450,고정고객
1329,333,2015,2,8849345,11360,779,고정고객
1333,334,2015,2,15236730,75058,203,고정고객
1337,335,2015,2,28651711,93940,305,고정고객
1341,336,2015,2,3547290,15558,228,고정고객
1345,337,2015,2,40051054,155237,258,고정고객
1349,338,2015,2,3945416,10248,385,고정고객
1353,339,2015,2,7272432,10330,704,고정고객
1357,340,2015,2,6087370,53398,114,고정고객
1361,341,2015,2,33938350,177688,191,고정고객
1365,342,2015,2,2448907,6879,356,고정고객
1369,343,2015,2,12205287,43904,278,고정고객
1373,344,2015,2,6044374,33211,182,고정고객
1377,345,2015,2,11305830,99174,114,고정고객
1381,346,2015,2,5076200,22763,223,고정고객
1385,347,2015,2,3723544,11249,331,고정고객
1389,348,2015,2,2218913,6233,356,고정고객
1393,349,2015,2,14962051,48109,311,고정고객
1397,350,2015,2,7532457,15186,496,고정고객
1401,351,2015,2,1796270,26416,68,고정고객
1405,352,2015,2,58390200,349642,167,고정고객
1409,353,2015,2,2905209,11217,259,고정고객
1413,354,2015,2,2928499,8716,336,고정고객
1417,355,2015,2,4514425,17986,251,고정고객
1421,356,2015,2,10936370,103173,106,고정고객
1425,357,2015,2,2321977,6486,358,고정고객
1429,358,2015,2,26367620,131182,201,고정고객
1433,359,2015,2,5994297,14479,414,고정고객
1437,360,2015,2,9940398,12364,804,고정고객
1441,361,2015,2,45588903,122222,373,고정고객
1445,362,2015,2,5672763,13316,426,고정고객
1449,363,2015,2,12057450,75359,160,고정고객
1453,364,2015,2,3570609,10690,334,고정고객
1457,365,2015,2,8713655,26011,335,고정고객
1461,366,2015,2,2424961,12565,193,고정고객
1465,367,2015,2,24513623,50544,485,고정고객
1469,368,2015,2,23030249,50727,454,고정고객
1473,369,2015,2,11366400,87434,130,고정고객
1477,370,2015,2,3353158,6788,494,고정고객
1481,371,2015,2,4132858,9935,416,고정고객
1485,372,2015,2,2443416,6731,363,고정고객
1489,373,2015,2,36452695,137557,265,고정고객
1493,374,2015,2,10087780,64253,157,고정고객
1497,375,2015,2,37169300,163023,228,고정고객
1501,376,2015,2,1299052,3123,416,고정고객
1505,377,2015,2,18722200,69599,269,고정고객
1509,378,2015,2,27436760,131908,208,고정고객
1513,379,2015,2,9048910,44357,204,고정고객
1517,380,2015,2,1455447,3861,377,고정고객
1521,381,2015,2,4279500,29514,145,고정고객
1525,382,2015,2,9333879,52145,179,고정고객
1529,383,2015,2,14823620,126698,117,고정고객
1533,384,2015,2,2600176,5909,440,고정고객
1537,385,2015,2,2505436,6663,376,고정고객
1541,386,2015,2,13842610,65295,212,고정고객
1545,387,2015,2,32774310,69437,472,고정고객
1549,388,2015,2,41078433,342320,120,고정고객
1553,389,2015,2,4798428,5154,931,고정고객
1557,390,2015,2,3000456,7213,416,고정고객
1561,391,2015,2,46423459,91928,505,고정고객
1565,392,2015,2,5680489,19256,295,고정고객
1569,393,2015,2,12428000,69430,179,고정고객
1573,394,2015,2,3517060,8295,424,고정고객
1577,395,2015,2,4506911,9032,499,고정고객
1581,396,2015,2,4133569,13825,299,고정고객
1585,397,2015,2,6424685,12524,513,고정고객
1589,398,2015,2,30073566,147419,204,고정고객
1593,399,2015,2,34756170,271533,128,고정고객
1597,400,2015,2,35534110,109000,326,고정고객
1601,401,2015,2,18463600,114681,161,고정고객
1605,402,2015,2,9467558,58083,163,고정고객
1609,403,2015,2,2248709,9216,244,고정고객
1613,404,2015,2,22712810,80257,283,고정고객
1617,405,2015,2,3313192,21375,155,고정고객
1621,406,2015,2,3148470,6198,508,고정고객
1625,407,2015,2,36282655,261026,139,고정고객
1629,408,2015,2,123421420,1221994,101,고정고객
1633,409,2015,2,13767570,108406,127,고정고객
1637,410,2015,2,2157577,10035,215,고정고객
1641,411,2015,2,10698260,34180,313,고정고객
1645,412,2015,2,7895395,18754,421,고정고객
1649,413,2015,2,34750554,92422,376,고정고객
1653,414,2015,2,18243760,113315,161,고정고객
1657,415,2015,2,1993533,4251,469,고정고객
1661,416,2015,2,32916740,156746,210,고정고객
1665,417,2015,2,10598080,83449,127,고정고객
1669,418,2015,2,4199499,7939,529,고정고객
1673,419,2015,2,14101860,90397,156,고정고객
1677,420,2015,2,5327448,19953,267,고정고객
1681,421,2015,2,20728448,18674,1110,고정고객
1685,422,2015,2,2121724,24388,87,고정고객
1689,423,2015,2,12108085,43089,281,고정고객
1693,424,2015,2,979290,2348,417,고정고객
1697,425,2015,2,4946985,13666,362,고정고객
1701,426,2015,2,16790660,64332,261,고정고객
1705,427,2015,2,5826770,25008,233,고정고객
1709,428,2015,2,69889900,138122,506,고정고객
1713,429,2015,2,11873901,39580,300,고정고객
1717,430,2015,2,44000500,229169,192,고정고객
1721,431,2015,2,6890680,29322,235,고정고객
1725,432,2015,2,6244070,46948,133,고정고객
1729,433,2015,2,9642970,55419,174,고정고객
1733,434,2015,2,16925011,22657,747,고정고객
1737,435,2015,2,4785640,27191,176,고정고객
1741,436,2015,2,22022788,68607,321,고정고객
1745,437,2015,2,1931542,2744,704,고정고객
1749,438,2015,2,11328556,84541,134,고정고객
1753,439,2015,2,2922975,4311,678,고정고객
1757,440,2015,2,14587300,140263,104,고정고객
1761,441,2015,2,23949800,136078,176,고정고객
1765,442,2015,2,9186420,8144,1128,고정고객
1769,443,2015,2,24678654,152337,162,고정고객
1773,444,2015,2,63070290,171387,368,고정고객
1777,445,2015,2,2570685,12479,206,고정고객
1781,446,2015,2,5689677,9017,631,고정고객
1785,447,2015,2,15462716,77702,199,고정고객
1789,448,2015,2,14674019,99149,148,고정고객
1793,449,2015,2,37743490,74152,509,고정고객
1797,450,2015,2,60691099,251830,241,고정고객
1801,451,2015,2,5937308,13283,447,고정고객
1805,452,2015,2,5180127,4744,1092,고정고객
1809,453,2015,2,16614222,48018,346,고정고객
1813,454,2015,2,4367444,15008,291,고정고객
1817,455,2015,2,23438648,80823,290,고정고객
1821,456,2015,2,46679440,47778,977,고정고객
1825,457,2015,2,27466713,17709,1551,고정고객
1829,458,2015,2,3401869,8790,387,고정고객
1833,459,2015,2,6998090,17627,397,고정고객
1840,461,2015,2,2748531,10571,260,고정고객
1844,462,2015,2,12809379,50037,256,고정고객
1848,463,2015,2,18602060,80528,231,고정고객
1852,464,2015,2,4566778,10059,454,고정고객
1856,465,2015,2,5715989,8931,640,고정고객
1860,466,2015,2,49478860,170617,290,고정고객
1864,467,2015,2,5265596,13467,391,고정고객
1868,468,2015,2,12344891,28444,434,고정고객
1872,469,2015,2,3257380,14739,221,고정고객
1876,470,2015,2,2457031,5330,461,고정고객
1880,471,2015,2,46638960,319445,146,고정고객
1884,472,2015,2,3342106,6618,505,고정고객
1888,473,2015,2,3739109,9563,391,고정고객
1892,474,2015,2,32717525,63901,512,고정고객
1896,475,2015,2,6546814,18035,363,고정고객
1900,476,2015,2,3182673,4660,683,고정고객
1904,477,2015,2,31156440,177025,176,고정고객
1908,478,2015,2,36827325,155390,237,고정고객
1912,479,2015,2,2338598,6287,372,고정고객
1916,480,2015,2,31467090,140478,224,고정고객
1920,481,2015,2,13937762,68659,203,고정고객
1924,482,2015,2,4312370,11319,381,고정고객
1928,483,2015,2,2321070,14067,165,고정고객
1932,484,2015,2,13631930,92108,148,고정고객
1936,485,2015,2,28755900,131305,219,고정고객
1940,486,2015,2,32802100,160795,204,고정고객
1944,487,2015,2,3563008,6340,562,고정고객
1948,488,2015,2,3040765,4912,619,고정고객
1952,489,2015,2,15239249,39175,389,고정고객
1956,490,2015,2,9349290,33271,281,고정고객
1960,491,2015,2,4335500,12144,357,고정고객
1964,492,2015,2,24537190,119694,205,고정고객
1968,493,2015,2,3264596,6266,521,고정고객
1972,494,2015,2,27845850,92820,300,고정고객
1976,495,2015,2,1641806,5099,322,고정고객
1980,496,2015,2,4830730,13724,352,고정고객
1984,497,2015,2,3133541,5750,545,고정고객
1988,498,2015,2,2676546,6592,406,고정고객
1992,499,2015,2,2056419,8193,251,고정고객
1996,500,2015,2,3947546,7975,495,고정고객
2000,501,2015,2,25699640,203965,126,고정고객
2004,502,2015,2,9730288,17887,544,고정고객
2008,503,2015,2,21009625,21526,976,고정고객
2012,504,2015,2,26703932,121936,219,고정고객
2016,505,2015,2,80594436,121928,661,고정고객
2020,506,2015,2,6918152,20468,338,고정고객
2024,507,2015,2,9706660,40614,239,고정고객
2028,508,2015,2,28884270,176124,164,고정고객
2032,509,2015,2,9598810,42661,225,고정고객
2036,510,2015,2,14983730,62173,241,고정고객
2040,511,2015,2,1766778,5929,298,고정고객
2044,512,2015,2,2379061,4629,514,고정고객
2048,513,2015,2,52126630,229633,227,고정고객
2052,514,2015,2,6802797,18436,369,고정고객
2056,515,2015,2,11338624,44640,254,고정고객
2060,516,2015,2,2662111,4831,551,고정고객
2064,517,2015,2,8427102,45307,186,고정고객
2068,518,2015,2,29291645,82280,356,고정고객
2072,519,2015,2,17546403,59479,295,고정고객
2076,520,2015,2,12406526,63623,195,고정고객
2080,521,2015,2,51334371,84991,604,고정고객
2084,522,2015,2,3516942,12254,287,고정고객
2088,523,2015,2,4198404,5972,703,고정고객
2092,524,2015,2,2285016,5055,452,고정고객
2096,525,2015,2,15538676,47959,324,고정고객
2100,526,2015,2,13106430,24917,526,고정고객
2104,527,2015,2,1372046,2680,512,고정고객
2108,528,2015,2,1190568,7781,153,고정고객
2112,529,2015,2,16959192,31998,530,고정고객
2116,530,2015,2,5827220,24797,235,고정고객
2120,531,2015,2,8435467,34014,248,고정고객
2124,532,2015,2,27367288,128485,213,고정고객
2128,533,2015,2,2993648,6424,466,고정고객
2132,534,2015,2,6844660,26947,254,고정고객
2136,535,2015,2,56510908,262841,215,고정고객
2140,536,2015,2,1766438,6716,263,고정고객
2144,537,2015,2,2083037,4331,481,고정고객
2148,538,2015,2,13591010,65341,208,고정고객
2152,539,2015,2,10906244,33558,325,고정고객
2156,540,2015,2,3596955,9319,386,고정고객
2160,541,2015,2,4780266,8171,585,고정고객
2164,542,2015,2,2654251,11849,224,고정고객
2168,543,2015,2,6616228,27453,241,고정고객
2172,544,2015,2,16070040,61336,262,고정고객
2176,545,2015,2,29206850,183691,159,고정고객
2180,546,2015,2,37778410,292856,129,고정고객
2184,547,2015,2,22273093,72551,307,고정고객
2188,548,2015,2,12275373,48139,255,고정고객
2192,549,2015,2,11397220,64757,176,고정고객
2196,550,2015,2,19896297,48885,407,고정고객
2200,551,2015,2,4095014,7921,517,고정고객
2204,552,2015,2,6158216,26659,231,고정고객
2208,553,2015,2,13493290,48363,279,고정고객
2212,554,2015,2,21282686,125933,169,고정고객
2216,555,2015,2,4851118,13291,365,고정고객
2220,556,2015,2,2529291,7573,334,고정고객
2224,557,2015,2,2621670,6333,414,고정고객
2228,558,2015,2,2914270,16101,181,고정고객
2232,559,2015,2,28052508,72114,389,고정고객
2236,560,2015,2,32272120,266712,121,고정고객
2240,561,2015,2,22511022,63590,354,고정고객
2244,562,2015,2,56075410,463433,121,고정고객
2248,563,2015,2,5355860,7982,671,고정고객
2252,564,2015,2,19163492,89549,214,고정고객
2256,565,2015,2,22996560,146475,157,고정고객
2260,566,2015,2,27295570,139263,196,고정고객
2264,567,2015,2,6614881,15863,417,고정고객
2268,568,2015,2,2227443,7232,308,고정고객
2272,569,2015,2,6199320,19556,317,고정고객
2276,570,2015,2,1112871,6359,175,고정고객
2280,571,2015,2,11572975,49247,235,고정고객
2284,572,2015,2,12850850,56862,226,고정고객
2288,573,2015,2,11007933,20928,526,고정고객
2292,574,2015,2,7538752,20941,360,고정고객
2296,575,2015,2,6804454,32249,211,고정고객
2300,576,2015,2,21157548,101232,209,고정고객
2304,577,2015,2,12221510,47927,255,고정고객
2308,578,2015,2,19984042,41289,484,고정고객
2312,579,2015,2,276740,3375,82,고정고객
2316,580,2015,2,3538288,11755,301,고정고객
2320,581,2015,2,1881506,6210,303,고정고객
2324,582,2015,2,2006460,12310,163,고정고객
2328,583,2015,2,1263513,4916,257,고정고객
2332,584,2015,2,3738220,18785,199,고정고객
2336,585,2015,2,45928670,137511,334,고정고객
2340,586,2015,2,15822820,85529,185,고정고객
2344,587,2015,2,36054590,149604,241,고정고객
2348,588,2015,2,9470143,14436,656,고정고객
2352,589,2015,2,7835865,38038,206,고정고객
2356,590,2015,2,3759696,10993,342,고정고객
2360,591,2015,2,1604336,3775,425,고정고객
2364,592,2015,2,3908877,18525,211,고정고객
